Problem,Specialist
"আমার মা ভাড়ি কোনো জিনিস বহন করতে পারি না মাজা, হাত, পা প্রচন্ড ব্যথা করে",Orthopedic
"আমার ছেলে ফুটবল খেলতে গিয়ে পায়ে অনেক ব্যথা পায় এখন ও ভাড়ি কিছু বহনই করতে পারে না",Orthopedic
"আমি ফুটবল খেলতে গিয়ে পায়ে অনেক ব্যথা পাই এখন আমি ভাড়ি কিছু বহনই করতে পারি না",Orthopedic
"আমার ডান হাঁটুতে তীব্র ব্যথা হয়।",Orthopedic
"আমার মায়ের কোমরে একটি পুরোনো ব্যথা আছে যা মাঝে মাঝে বেড়ে যায়।",Orthopedic
"আমার ছেলে খেলা করার সময় পড়ে গিয়ে কনুইতে ব্যথা পেয়েছে।",Orthopedic
"বেশিক্ষণ হাঁটলে আমার পায়ের পাতা জ্বলে যায়।",Orthopedic
"আমার বাবার গোড়ালি ফুলে গেছে এবং হাঁটতে অসুবিধা হচ্ছে।",Orthopedic
"সিঁড়ি ভাঙতে গেলে আমার হাঁটুতে খটখট শব্দ হয়।",Orthopedic
"আমি প্রায় দুই সপ্তাহ ধরে পিঠের ব্যথায় ভুগছি।",Orthopedic
"আমার কাঁধের জয়েন্টে এতটাই ব্যথা যে আমি হাত উপরে তুলতে পারি না।",Orthopedic
"আমার পিঠের নিচের অংশে তীব্র ব্যথা হয়।",Orthopedic
"ভারী কিছু তোলার পর থেকে আমার মাংসপেশিতে টান লেগেছে।",Orthopedic
"দুর্ঘটনায় আমার বাম হাত ভেঙে গেছে।",Orthopedic
"সিঁড়ি থেকে পিছলে পড়ে আমার পায়ে মারাত্মক চোট লেগেছে।",Orthopedic
"আমি ডান হাতে একদম জোর পাচ্ছি না।",Orthopedic
"আমার বাবার উভয় হাঁটুতেই ব্যথা করে।",Orthopedic
"আমার শরীরের প্রতিটি গিঁটে গিঁটে ব্যথা অনুভব করি।",Orthopedic
"আমার গোড়ালিতে ব্যথার কারণে আমি বেশিক্ষণ দাঁড়িয়ে থাকতে পারি না।",Orthopedic
"আমার হাতের আঙুলগুলো সকালে শক্ত হয়ে যায়।",Orthopedic
"আমার মায়ের কোমরের ব্যথার জন্য তিনি ঠিকমতো বসতে বা উঠতে পারেন না।",Orthopedic
"আমার মায়ের ঘাড় থেকে ব্যথাটা হাতের দিকে ছড়িয়ে পড়ে।",Orthopedic
"আমার হাত ও পায়ের জয়েন্টগুলোতে প্রায়ই ব্যথা হয়।",Orthopedic
"আমার মেয়ের হাত মচকে গিয়ে ফুলে গেছে।",Orthopedic
"আমার নাতনির ডান পা ভেঙে যাওয়ায় প্লাস্টার করা হয়েছে।",Orthopedic
"আমার আম্মু সকালে ঘুম থেকে উঠে হাত নাড়াতে পারছেন না।",Orthopedic
"আমার মা বাথরুমে পড়ে গিয়েছিলেন এবং এখন তার পায়ে তীব্র ব্যথা।",Orthopedic
"আমার মেয়ে ব্যথার কারণে হাত নাড়াতে পারছে না।",Orthopedic
"আমার ছেলের হাতে হঠাৎ তীব্র ব্যথা শুরু হয়েছে।",Orthopedic
"আমার ব্যথাটা আজ পিঠে তো কাল পায়ে চলে যায়।",Orthopedic
"আমার ছেলের হাঁটুতে ব্যথার জন্য সে পা সোজা করতে পারে না।",Orthopedic
"আমার মায়ের গোড়ালিতে ব্যথা এবং পায়ে পানি জমেছে।",Orthopedic
"আমি যখন দাঁড়াই, মনে হয় যেন পায়ের নিচে কিছু একটা আছে।",Orthopedic
"আমার বাবার ব্যথাটা শরীরের বিভিন্ন জায়গায় ঘুরে বেড়ায়।",Orthopedic
"আমার ছেলে হঠাৎ করে তার পা নাড়াতে পারছে না, বলছে অবশ লাগছে।",Orthopedic
"আমার মাজায় এত বেশি ব্যথা যে আমি ঝুঁকে কোনো কাজ করতে পারি না।",Orthopedic
"আমার বাবা পড়ে গিয়ে হাতে যে ব্যথা পেয়েছিলেন তা এখনও সারেনি।",Orthopedic
"হোঁচট খেয়ে পড়ে যাওয়ার পর আমার পায়ের দাগটা এখনও যায়নি।",Orthopedic
"আমার মাজা এবং হাঁটুতে একই সাথে প্রচন্ড ব্যথা হয়।",Orthopedic
"আমার মেয়ের মাজা এবং হাঁটুতে প্রায়ই ব্যথা করে।",Orthopedic
"আমার বাবার মাজা, কনুই এবং হাঁটু ব্যথায় তিনি অস্থির থাকেন।",Orthopedic
"আমি ভারী ব্যাগ নিলে আমার পিঠ এবং হাতে ব্যথা শুরু হয়।",Orthopedic
"আমার বাবা এখন আর ভারী জিনিসপত্র বহন করতে পারেন না।",Orthopedic
"আমার মা সামান্য ভারী কাজ করলেই তার হাত ও পায়ে ব্যথা হয়।",Orthopedic
"আমার ছেলে ফুটবল খেলতে গিয়ে পায়ে এমনভাবে ব্যথা পেয়েছে যে এখনও খুঁড়িয়ে হাঁটে।",Orthopedic
"ফুটবল খেলতে গিয়ে পাওয়া চোটের কারণে আমি এখন দৌড়াতে পারি না।",Orthopedic
"সকালে ঘুম থেকে উঠলে আমার ঘাড় শক্ত হয়ে থাকে।",Orthopedic
"আমার বাম কাঁধটা প্রায়ই অবশ হয়ে আসে।",Orthopedic
"দীর্ঘক্ষণ বসে কাজ করার পর আমার কোমর ধরে যায়।",Orthopedic
"আমার কনুইতে এমন ব্যথা যে আমি একটি চায়ের কাপও ধরতে পারি না।",Orthopedic
"আমার পায়ের বুড়ো আঙুলটা ফুলে গেছে।",Orthopedic
"আমার পিঠের শিরদাঁড়া বরাবর একটা ব্যথা নিচে নেমে যায়।",Orthopedic
"আমার মাসলগুলো প্রায়ই শক্ত হয়ে থাকে।",Orthopedic
"আমার ডান পায়ের গোড়ালি মচকে গেছে।",Orthopedic
"আমি একটু হাঁটলেই হাঁপিয়ে যাই এবং পায়ে খিল ধরে।",Orthopedic
"আমার বাবার হাঁটু প্রতিস্থাপন করতে হবে বলেছেন ডাক্তার।",Orthopedic
"আমার হাতের কব্জিতে ব্যথা, কম্পিউটার ব্যবহার করতে কষ্ট হয়।",Orthopedic
"আমার মেয়ের মেরুদণ্ডটা একটু বাঁকা মনে হচ্ছে।",Orthopedic
"আমার নিতম্বের জয়েন্টে একটা চিনচিনে ব্যথা হয়।",Orthopedic
"রাতে ঘুমানোর সময় আমার পায়ে টান লাগে।",Orthopedic
"আমার ডান হাতটা অবশ লাগে, বিশেষ করে রাতে।",Orthopedic
"আমার ছেলের খেলার সময় লিগামেন্টে চোট লেগেছে।",Orthopedic
"আমার মায়ের অস্টিওআর্থ্রাইটিসের সমস্যা আছে।",Orthopedic
"আমার পায়ের পেশিতে প্রায়ই খিল ধরে।",Orthopedic
"আমার কাঁধটা মনে হয় যেন স্থানচ্যুত হয়ে গেছে।",Orthopedic
"আমি নিচে বসতে পারি না, হাঁটু ভাঁজ করতে খুব কষ্ট হয়।",Orthopedic
"আমার বাবার গেঁটেবাতের সমস্যা আছে, আঙুলের গাঁট ফুলে যায়।",Orthopedic
"আমার পিঠের ব্যথাটা পায়ের দিকে ছড়িয়ে পড়ছে।",Orthopedic
"আমার হাতের আঙুলগুলো মাঝে মাঝে নীল হয়ে যায়।",Orthopedic
"আমার ঘাড়ের ব্যথার জন্য মাথা ঘোরায়।",Orthopedic
"আমার ছেলের পায়ের হাড় বেড়েছে বলে ডাক্তার বলেছেন।",Orthopedic
"আমার কনুইয়ের ব্যথাটা কিছুদিন ধরে কমছেই না।",Orthopedic
"আমার হাঁটার সময় ভারসাম্য রাখতে কষ্ট হয়।",Orthopedic
"আমার পিঠের নিচের দিকের কশেরুকায় সমস্যা ধরা পড়েছে।",Orthopedic
"আমার টেনিস এলবোর সমস্যা হয়েছে।",Orthopedic
"আমার পায়ের রগে খুব টান ধরে।",Orthopedic
"আমার মায়ের হিপ জয়েন্টে ব্যথা।",Orthopedic
"আমার ছেলের কলার বোন ভেঙে গেছে।",Orthopedic
"আমার এক পায়ে আরেক পায়ের চেয়ে বেশি ব্যথা।",Orthopedic
"আমি ঝুঁকে জুতার ফিতা বাঁধতে পারি না।",Orthopedic
"আমার কাঁধের জয়েন্ট জমে গেছে, নাড়াতে পারি না।",Orthopedic
"আমার গোড়ালিতে একটি কাটা বেঁধার মতো ব্যথা হয়।",Orthopedic
"আমার মেরুদণ্ডের ডিস্কে সমস্যা হয়েছে।",Orthopedic
"আমার মেয়ের পায়ে ব্যথা হওয়ায় সে রাতে ঘুমাতে পারে না।",Orthopedic
"আমার বাবার হাঁটু ফুলে লাল হয়ে গেছে।",Orthopedic
"আমার হাতের শক্তি কমে যাচ্ছে দিন দিন।",Orthopedic
"আমার পিঠের ডানদিকে একটা নির্দিষ্ট জায়গায় ব্যথা করে।",Orthopedic
"আমার পায়ের আঙুলগুলো অসাড় হয়ে থাকে।",Orthopedic
"আমার মায়ের ঘাড়ে স্পন্ডাইলোসিসের সমস্যা।",Orthopedic
"আমার ছেলের হাঁটুতে জল জমেছে।",Orthopedic
"আমি অনেকক্ষণ দাঁড়িয়ে রান্না করতে পারি না।",Orthopedic
"আমার কোমরের ব্যথাটা বাম পা পর্যন্ত ছড়িয়ে পড়ে।",Orthopedic
"আমার মাংসপেশিগুলো খুব দুর্বল লাগছে।",Orthopedic
"আমার হাঁটার সময় গোড়ালিতে কট করে শব্দ হয়।",Orthopedic
"আমার বাবার কাঁধের ব্যথা রাতে বেড়ে যায়।",Orthopedic
"আমার হাতের কব্জি ফুলে গেছে।",Orthopedic
"আমার পিঠটা শক্ত হয়ে থাকে, নড়াচড়া করতে কষ্ট হয়।",Orthopedic
"আমার পায়ে ঝিনঝিন করে।",Orthopedic
"আমার মেয়ের পা দুটো সামান্য বাঁকা।",Orthopedic
"আমার কনুইয়ের বাইরের দিকে ব্যথা হয়।",Orthopedic
"আমার মায়ের হাঁটু ভাঁজ হয় না।",Orthopedic
"আমার ছেলের খেলার সময় গোড়ালিতে মোচড় লেগেছে।",Orthopedic
"আমার ঘাড়ের রগগুলো শক্ত হয়ে আছে।",Orthopedic
"আমার ডান পায়ের চেয়ে বাম পা ছোট মনে হয়।",Orthopedic
"আমার বাবার পিঠ ঝুঁকে গেছে।",Orthopedic
"আমার কোমরে একটা ঝাঁকুনি লাগার পর থেকে ব্যথা।",Orthopedic
"আমার হাতের আঙুলের গাঁটগুলো মোটা হয়ে গেছে।",Orthopedic
"আমার পায়ের তলায় সকালে ব্যথা করে।",Orthopedic
"আমার কাঁধের পেছনে একটা চিনচিনে ব্যথা হয়।",Orthopedic
"আমার হাঁটুতে ব্যথার জন্য আমি নামাজ পড়তে পারি না।",Orthopedic
"আমার মায়ের দুটো হাঁটুই প্রতিস্থাপন করা হয়েছে।",Orthopedic
"আমার ছেলের পায়ের গোড়ালির হাড় বেড়েছে।",Orthopedic
"আমার হাতে কোনো জিনিস শক্ত করে ধরতে পারি না।",Orthopedic
"আমার পিঠের ব্যথাটা শ্বাস নিলে বেড়ে যায়।",Orthopedic
"আমার ডান পা অবশ হয়ে আসে।",Orthopedic
"আমার মেয়ের ঘাড়ে ব্যথা হওয়ায় সে ঠিকমতো তাকাতে পারছে না।",Orthopedic
"আমার নিতম্ব থেকে ব্যথাটা ঊরু পর্যন্ত নামে।",Orthopedic
"আমার পেশিগুলো কাঁপে।",Orthopedic
"আমার গোড়ালির জয়েন্ট শক্ত হয়ে গেছে।",Orthopedic
"আমার বাবার কাঁধের একটি রগ ছিঁড়ে গেছে।",Orthopedic
"আমার হাতের কনুইয়ের জয়েন্টে ব্যথা হয়।",Orthopedic
"আমি বেশিক্ষণ এক জায়গায় বসে থাকতে পারি না, কোমর ধরে যায়।",Orthopedic
"আমার পায়ের শিরাগুলো ফুলে উঠেছে এবং ব্যথা করে।",Orthopedic
"আমার মায়ের ঘাড়ের হাড় ক্ষয়ে গেছে।",Orthopedic
"আমার ছেলের ফুটবল খেলার সময় হাঁটুতে মোচড় লেগেছে।",Orthopedic
"আমার বাম হাতটা কাঁধ থেকে তুলতে কষ্ট হয়।",Orthopedic
"আমার পিঠের মাঝখানে একটা তীব্র ব্যথা হয়।",Orthopedic
"আমার পায়ে প্রায়ই অবশ ভাব অনুভূত হয়।",Orthopedic
"আমার মেয়ের মেরুদণ্ড সোজা নয়।",Orthopedic
"আমার কনুইতে ভর দিয়ে উঠতে গেলে ব্যথা লাগে।",Orthopedic
"আমার মায়ের হাঁটুতে আরথ্রাইটিসের ব্যথা।",Orthopedic
"আমার ছেলের দৌড়ানোর সময় পায়ে টান লাগে।",Orthopedic
"আমার ঘাড়ের ব্যথাটা মাথার পেছনে চলে যায়।",Orthopedic
"আমার পায়ের পাতা চ্যাটালো, বেশিক্ষণ হাঁটলে ব্যথা হয়।",Orthopedic
"আমার বাবার কাঁধের জয়েন্ট প্রায়ই আটকে যায়।",Orthopedic
"আমার কোমর থেকে একটা ব্যথা পায়ের আঙুল পর্যন্ত যায়।",Orthopedic
"আমার হাতের আঙুলের ডগা অবশ লাগে।",Orthopedic
"আমার পায়ের তলায় জ্বালাপোড়া করে।",Orthopedic
"আমার কাঁধের চারপাশে ব্যথাটা ছড়িয়ে পড়ে।",Orthopedic
"আমি নিচে থেকে কিছু তুলতে গেলে মাজায় টান লাগে।",Orthopedic
"আমার মায়ের হাতের কব্জি দুর্বল হয়ে পড়েছে।",Orthopedic
"আমার ছেলের হাঁটুতে খেলার সময় আঘাত লেগেছিল, যা এখনো সারেনি।",Orthopedic
"আমার হাতের বুড়ো আঙুলের গোড়ায় ব্যথা।",Orthopedic
"আমার পিঠের পেশীগুলো খুব শক্ত হয়ে আছে।",Orthopedic
"আমার পায়ের গোড়ালিতে সূঁচ ফোটানোর মতো ব্যথা হয়।",Orthopedic
"আমার মেয়ের পা ফেলার সময় ব্যথা হয়।",Orthopedic
"আমার নিতম্বে একটা গভীর ব্যথা অনুভব করি।",Orthopedic
"আমার পেশীগুলোতে খিঁচুনি হয়।",Orthopedic
"আমার হাঁটুতে শক্তি পাই না, মনে হয় পড়ে যাবো।",Orthopedic
"আমার বাবার কাঁধের ব্যথার কারণে তিনি রাতে ঘুমাতে পারেন না।",Orthopedic
"আমার কনুইটা পুরোপুরি সোজা করতে পারি না।",Orthopedic
"আমি বেশিক্ষণ গাড়ি চালাতে পারি না, পিঠে ব্যথা হয়।",Orthopedic
"আমার পায়ের পেছনের মাংসপেশিতে টান লাগে।",Orthopedic
"আমার মায়ের অস্টিওপরোসিস ধরা পড়েছে।",Orthopedic
"আমার ছেলের পায়ের পাতা ভেতরের দিকে বাঁকানো।",Orthopedic
"আমার বাম হাতটা প্রায়ই ঝিমঝিম করে।",Orthopedic
"আমার পিঠের ডানদিকে একটা ভোঁতা ব্যথা সবসময় থাকে।",Orthopedic
"আমার পায়ে ঠান্ডা লাগলে ব্যথা বেড়ে যায়।",Orthopedic
"আমার মেয়ের ঘাড় একদিকে কাত হয়ে থাকে।",Orthopedic
"আমার নিতম্বের হাড়ে ব্যথা করে।",Orthopedic
"আমার পেশীগুলো দুর্বল হয়ে পড়েছে, সিঁড়ি ভাঙতে কষ্ট হয়।",Orthopedic
"আমার গোড়ালিটা দুর্বল, প্রায়ই মচকে যায়।",Orthopedic
"আমার বাবার কাঁধের হাড় সরে গেছে।",Orthopedic
"আমার ডান হাতের কনুইতে খুব ব্যথা।",Orthopedic
"আমি একটানা দাঁড়িয়ে থাকলে কোমরে চাপ পড়ে।",Orthopedic
"আমার পায়ের শিরায় রক্ত জমাট বেঁধেছে বলে মনে হচ্ছে।",Orthopedic
"আমার মায়ের ঘাড়ের ব্যথার জন্য তিনি পেছনে তাকাতে পারেন না।",Orthopedic
"আমার ছেলের হাঁটু থেকে কটকট শব্দ আসে।",Orthopedic
"আমার বাম হাতের আঙুলগুলো নাড়াতে কষ্ট হয়।",Orthopedic
"আমার পিঠের নিচের অংশে একটা জ্বালাপোড়ার মতো ব্যথা হয়।",Orthopedic
"আমার পায়ে মাঝে মাঝে বিদ্যুৎ চমকানোর মতো ব্যথা হয়।",Orthopedic
"আমার মেয়ের এক পা অন্য পায়ের চেয়ে লম্বা।",Orthopedic
"আমার কনুইতে চাপ লাগলে পুরো হাতে ঝিনঝিন করে।",Orthopedic
"আমার মায়ের হাঁটুর বাটি (patella) সরে গেছে।",Orthopedic
"আমার ছেলের গোড়ালির পেছনের রগে (Achilles tendon) ব্যথা।",Orthopedic
"আমার ঘাড় ঘোরাতে গেলে ব্যথা লাগে।",Orthopedic
"আমার পায়ের পাতা প্রায়ই ঠান্ডা হয়ে থাকে।",Orthopedic
"আমার বাবার কাঁধের জয়েন্টে আরথ্রাইটিস হয়েছে।",Orthopedic
"আমার কোমর থেকে ঊরু পর্যন্ত অবশ লাগে।",Orthopedic
"আমার হাতের আঙুলগুলো ফুলে যায়।",Orthopedic
"আমার পায়ের তলায় একটা মাংসপিণ্ডের মতো হয়েছে, হাঁটলে ব্যথা করে।",Orthopedic
"আমার কাঁধ নাড়ালে ঘর্ষণের শব্দ হয়।",Orthopedic
"আমি ভারী বালতি তুলতে পারি না।",Orthopedic
"আমার মায়ের হাতের হাড়গুলো দুর্বল।",Orthopedic
"আমার ছেলের খেলার সময় কাঁধে চোট লেগেছে।",Orthopedic
"আমার হাতের বুড়ো আঙুল নাড়াতে পারি না।",Orthopedic
"আমার পিঠের মাঝখানে শক্ত হয়ে থাকে।",Orthopedic
"আমার গোড়ালির ব্যথাটা সকালে সবচেয়ে বেশি থাকে।",Orthopedic
"আমার মেয়ের হাঁটার সময় পা টলে যায়।",Orthopedic
"আমার নিতম্বের পাশে ব্যথা হয়।",Orthopedic
"আমার পেশীতে মাঝে মাঝে কাঁপুনি হয়।",Orthopedic
"আমার হাঁটুতে অস্থিতিশীলতা অনুভব করি।",Orthopedic
"আমার বাবার কাঁধের ব্যথার জন্য তিনি নিজে জামা পরতে পারেন না।",Orthopedic
"আমার কনুইয়ের ভেতরের দিকে ব্যথা হয়।",Orthopedic
"আমি বেশিক্ষণ ঝুঁকে কাজ করতে পারি না।",Orthopedic
"আমার পায়ের পাতায় অবশ ভাব।",Orthopedic
"আমার মায়ের ঘাড় ও কাঁধ দুটোই ব্যথা করে।",Orthopedic
"আমার ছেলের হাঁটু মাঝে মাঝে আটকে যায়।",Orthopedic
"আমার বাম হাত দিয়ে কিছু ধরতে গেলে কাঁপে।",Orthopedic
"আমার পিঠের নিচের অংশ থেকে ব্যথাটা কুঁচকিতে যায়।",Orthopedic
"আমার পায়ে সুড়সুড়ি লাগে।",Orthopedic
"আমার মেয়ের পায়ের হাড়ের গঠনে সমস্যা আছে।",Orthopedic
"আমার কনুইয়ের হাড়ে ব্যথা করে।",Orthopedic
"আমার মায়ের হাঁটুর পেছনের দিকে ব্যথা।",Orthopedic
"আমার ছেলের গোড়ালিতে বারবার ব্যথা হয়।",Orthopedic
"আমার ঘাড়ের কশেরুকায় ব্যথা।",Orthopedic
"আমার পায়ের আঙুলগুলো বেঁকে যাচ্ছে।",Orthopedic
"আমার বাবার কাঁধে ফ্রোজেন শোল্ডার হয়েছে।",Orthopedic
"আমার কোমর থেকে একটা ব্যথা পায়ের গোড়ালি পর্যন্ত যায়।",Orthopedic
"আমার হাতের তালু ঝিনঝিন করে।",Orthopedic
"আমার পায়ের তলায় শক্ত গুটির মতো হয়েছে।",Orthopedic
"আমার কাঁধের জয়েন্ট আলগা মনে হয়।",Orthopedic
"আমি ভারী কিছু ঠেলতে গেলে পিঠে লাগে।",Orthopedic
"আমার মায়ের হাড়ে ক্যালসিয়ামের অভাব।",Orthopedic
"আমার ছেলের ক্রিকেট খেলতে গিয়ে আঙুলে চোট লেগেছে।",Orthopedic
"আমার বুড়ো আঙুলের গোড়ায় একটা ফোলা ভাব আছে।",Orthopedic
"আমার পিঠের পেশীতে খিল ধরে।",Orthopedic
"আমার গোড়ালি সকালে খুব শক্ত হয়ে থাকে।",Orthopedic
"আমার মেয়ের হাঁটার ভঙ্গিটা স্বাভাবিক নয়।",Orthopedic
"আমার নিতম্বের বাম দিকে ব্যথা।",Orthopedic
"আমার পেশীগুলো লাফায়।",Orthopedic
"আমার হাঁটু ভাঙতে গেলে ভেতরে ব্যথা লাগে।",Orthopedic
"আমার বাবার কাঁধের ব্যথায় ফিজিওথেরাপি চলছে।",Orthopedic
"আমার কনুইটা ফোলা এবং গরম অনুভূত হয়।",Orthopedic
"আমি বেশিক্ষণ কম্পিউটার ব্যবহার করলে ঘাড়ে ব্যথা হয়।",Orthopedic
"আমার পায়ের পাতায় জ্বালাপোড়া এবং অবশ ভাব দুটোই আছে।",Orthopedic
"আমার মায়ের ঘাড় শক্ত হয়ে গেছে।",Orthopedic
"আমার ছেলের হাঁটুতে একটি সিস্ট হয়েছে।",Orthopedic
"আমার বাম হাতটা দুর্বল হয়ে পড়েছে।",Orthopedic
"আমার পিঠের নিচের অংশে চাপ দিলে ব্যথা লাগে।",Orthopedic
"আমার পায়ে পিন ফোটার মতো অনুভূতি হয়।",Orthopedic
"আমার মেয়ের পায়ের গঠনে সমস্যা আছে।",Orthopedic
"আমার কনুইয়ের জয়েন্টে ক্রনিক পেইন।",Orthopedic
"আমার মায়ের হাঁটুতে জল জমার প্রবণতা আছে।",Orthopedic
"আমার ছেলের গোড়ালি প্রায়ই ফুলে যায়।",Orthopedic
"আমার ঘাড়ের ব্যথা কানেও অনুভূত হয়।",Orthopedic
"আমার পায়ের আঙুলগুলো শক্ত হয়ে যায়।",Orthopedic
"আমার বাবার কাঁধের অস্ত্রোপচার হয়েছে।",Orthopedic
"আমার কোমরের ডান দিকে একটা নির্দিষ্ট বিন্দুতে ব্যথা।",Orthopedic
"আমার হাতে গরম বা ঠান্ডা অনুভূতি কমে গেছে।",Orthopedic
"আমার পায়ের তলায় ব্যথা হয়, বিশেষ করে দৌড়ালে।",Orthopedic
"আমার কাঁধের হাড়ে ব্যথা।",Orthopedic
"আমি ভারী কিছু টানতে গেলে কাঁধে ব্যথা হয়।",Orthopedic
"আমার মায়ের হাড় খুব ভঙ্গুর।",Orthopedic
"আমার ছেলের জিমন্যাস্টিকস করতে গিয়ে কব্জিতে চোট লেগেছে।",Orthopedic
"আমার বুড়ো আঙুলটা শক্ত হয়ে গেছে।",Orthopedic
"আমার পিঠের মাংসপেশি শক্ত হয়ে আছে।",Orthopedic
"আমার গোড়ালিতে হাঁটার সময় খোঁচা লাগে।",Orthopedic
"আমার মেয়ের এক পা অন্য পায়ের চেয়ে সামান্য ছোট।",Orthopedic
"আমার নিতম্বের জয়েন্টে নড়াচড়া করলে শব্দ হয়।",Orthopedic
"আমার পেশীতে মাঝে মাঝে মৃদু কম্পন হয়।",Orthopedic
"আমার হাঁটু অস্থিতিশীল, মনে হয় যেকোনো সময় ঘুরে যাবে।",Orthopedic
"আমার বাবার কাঁধের ব্যথার জন্য ইনজেকশন নিতে হয়েছে।",Orthopedic
"আমার কনুই লাল হয়ে ফুলে আছে।",Orthopedic
"আমি মোবাইল ফোন বেশিক্ষণ ব্যবহার করলে ঘাড়ে ধরে।",Orthopedic
"আমার পায়ের পাতায় অবশ ভাবটা রাতে বাড়ে।",Orthopedic
"আমার মায়ের ঘাড় ও পিঠ দুটোতেই ব্যথা।",Orthopedic
"আমার ছেলের হাঁটুর লিগামেন্ট দুর্বল।",Orthopedic
"আমার বাম হাত দিয়ে সূক্ষ্ম কাজ করতে পারি না।",Orthopedic
"আমার পিঠের নিচের অংশে একটা অবিরাম ব্যথা থাকে।",Orthopedic
