Problem,Specialist
"আমি ইদানীং খুব ডিপ্রেশনে থাকি,ব্রেকাপ এর পর মুভ অন করব কিভাবে। আমার দম বন্ধ হয়ে আসে,খুব কষ্ট হয়,কান্না পায়।",Psychiatrist
"আমার খাবারের কোনো রুচি নাই, অনেক জ্বর। পাতলা পায়খানা হচ্ছে আর সাথে বমি।",Medicine
আমার ছেলের মুখে অনেক ব্রণ হয়েছে আর এগুলো অনেক চুল্কায় ফুলে যায়,Skin
আমার ঠিকমত ঘুম হয় না আবার রাতে একটু পরপরই ঘুম ভেঙ্গে যায় এরপর ঘুম আসেও না।,Medicine
আমার স্তনে প্রচন্ড ব্যথা করে। প্রায় এক মাস ধরে আমার স্তনে শক্ত দলার মত মনে হচ্ছে গোলাকার এবং এটা আস্তে আস্তে বড় হচ্ছে।,Surgery
আমার মুখে প্রায়ই ঘা এর মত হয় আর পুঁজ জমে আর রক্তও পরে,Surgery
আমি ধিরে ধিরে depression এ পরে যাচ্ছি । কি করব কিছুই মাথাই আসে না। মনে হয় হটাৎ করে যদি মরে যেতাম তাহলে মনে হয় অনেক লাভই হত। এই depression থেকে বের হবার পথ কিভাবে করবো তা আমার অজানা ।,Psychiatrist
আমি বেশিক্ষন রোদে তাকিয়ে থাকতে পারি না। অস্বস্তি লাগে।,Ophthalmologist
আমি অসুস্থ। আর তারা আমায় পাগল ই বলছেন।তারা কেউ আমার অবস্থা বোঝার চেষ্টা ও করছেন না।,Psychiatrist
আমার মাঝে মাঝেই বমি হয় আর অনেক মাথা ব্যথা করে সাথে মাথা ঘোরায়,Medicine
আমার মায়ের স্তনে প্রচন্ড ব্যথা করে প্রায় এক মাস ধরে আর স্তনগুলো আস্তে আস্তে বড় হচ্ছে।,Surgery
আমার মুখে প্রায়ই ঘা এর মত হয় আর পুঁজ জমে আর রক্তও পরে,Surgery
কি কি কাজ করলে পড়ালেখায় মন বসবে... পড়ালেখার প্রতি বেশি উৎসাহী হবো. জব প্রিপারেশন নিচ্ছি ...... হেল্প করবেন আপু ভাইয়ারা....,Psychiatrist
প্রতিদিন ই হতাশায় ভুগছি আল্লাহ সহায় হোন আমার প্রতি,Psychiatrist
আমার মা নিচের দিকে ঝুকলে মাথা টনটন করে আর অন্ধকার দেখে,Medicine
আমার খুশখুশে কাশি হয় আর কফ অনেক ঘন হয়। সাথে অনেক সময় রক্তও পরে।,Cardiologist
আমি হোচট খেয়ে পরে যাওয়াতে পায়ে অনেক ব্যথা পাই প্রায় ১ মাস হয়েছে। ঐ জায়গার ব্যথা এখনো কমে নাই আর এখনো কালচে দাগ পরে আছে,Orthopedic
আমার মেয়ের রাতের বেলা জ্বর আসে।,Medicine
আমার চাচা প্রায় ১ সপ্তাহ ধরে একবারো প্রস্রাব করে না। এমনকি প্রস্রাবের চাপও নাকি আসে নি,Medicine
"আসসালামু আলাইকুম। আমাকে কেউ একজন ভালো সাইকিয়াট্রিস্ট সাজেস্ট করতে পারবেন। আমি তিন বছর ধরে মানসিক কিছু সমস্যায় ভুগছি। যাকে আমি সব কথা বুঝাতে পারব,আর সে আন্তরিকতা করে আমার সব কথা শুনবে। সময় দিবে।",Psychiatrist
সময় বৃদ্ধ হওয়ার সাথে সাথে অনেক পাঠ্য শিক্ষাও দিয়ে যায়।,Psychiatrist
আমার বাবা কোথাও  তাকালে পর্দার মত পরতে দেখে খুব অস্বস্তি লাগে তখন,Ophthalmologist
আমার নাক বন্ধ হয়ে থাকে আর নাক দিয়ে শ্বাস নিতে কষ্ট হয়।,Medicine
আমার মাড়ি অনেক ব্যথা করে,Dentist
"আমার মন কয়েকদিন যাবত খুব অস্থির। বিষণ্ণ লাগলে হাত, পা ,বুক কাঁপে। কিছুতে মনোযোগ দিতে পারি না।কি করবো?",Psychiatrist
আমার পিঠে ফোঁড়ার মত হয়েছে অনেক ব্যথা করে,Surgery
"আসসালমুআলাইকুম, এই গ্রুপে কি এমন কেউ আছেন যারা রেগুলার অ্যান্টি- ডিপ্রেসন ওষুধ খান।আমি প্রায় ১বছরের মতো খাচ্ছি। এখান থেকে বেরিয়ে আসতে চাই 🥹।আমাকে সাহায্য করুন🙏🙏 #helpme #adminapprove",Psychiatrist
আমার দাদার বুকে অনেক ব্যথা করে শ্বাস নিতে কষ্ট হয়। দাদার ওপেন হার্ট সার্জারি হয়েছিলো গত ২ বছর আগে। কিন্তু এখনো ব্যথা কমছে না।,Cardiologist
"এটি আমাদের পছন্দ যা দেখায় যে আমরা আসলে কী, আমাদের ক্ষমতার চেয়ে অনেক বেশি।",Psychiatrist
আমার পেটের ডান দিকে অনেক ব্যথা করে। সহ্য করার মত না,Medicine
"আমি নিজের ইমোশনাল প্রেমিকা থেকে মুক্তি পেতে চাই,তার এত মুড সুইং দিন দিন আমাকেই অসুস্থ করে দিচ্ছে।এখন কিভাবে আমি এখান থেকে বের হয়ে আসব",Psychiatrist
আমার শরীর ব্যথা হয়ে অনেক জ্বর আসে,Medicine
আমার হাত পায়ের জয়েন্টে অনেক ব্যথা করে,Orthopedic
আমার অনেক সাদা স্রাব বের হয়। পিরিয়ডের সময় অনেক রক্তপাত হয় আর অনেক দুর্গন্ধ হয়।,Gynecologist
আমার দূরের জিনিস দেখতে অনেক কষ্ট হয় আর তখন মাথা ব্যথা করে,Ophthalmologist
খুব ডিপ্রেশন এ থাকি কোন কিছুতেই মন বসে না ।আর মেয়েদের সাথে তেমন মিশি না বলে কেউ পছন্দ ও করে না আর বর্তমানের মেয়েগুলো কি এমনি হয়???,Psychiatrist
আমি মানসিক সমস্যায় আছি সব সময় নিজেকে নিয়ে টেনশনে থাকি একেক সময় একেক চিন্তা হয়।,Psychiatrist
আমার মায়ের পায়ে পানি আসে,Medicine
"আমার মাথা প্রচন্ড ব্যথা, জ্বর প্রায় ১০২ ডিগ্রি থাকে। শরীরে পানি লাগলে অনেক ব্যথা করছে।",Medicine
আমি স্কিন অনেক চুল্কায় আর ধরলে ব্যথা করে,Skin
"ঘুমের মধ্যে অদৃশ্য শক্তি ভর করে, তখন শরীরে কাপুঁনি ওঠে। আবার শরীরে ইলেকট্রিক শক দেয়। আমার মতো রোগী এ রকম কতজন আছেন।",Psychiatrist
চাচার চোখের পাতা অনেক জ্বালা পুড়া করে নাকি,Ophthalmologist
আমার আব্বুর বুকে অনেক ব্যথা করে আর তখন শ্বাস নিতে কষ্ট হয়,Cardiologist
আমার তিন দিন ধরে পেটে অনেক ব্যথা। বমি হচ্ছে।,Medicine
- ফোন টিপা আসক্তি থেকে বের হবো কিভাবে? ৩০ মিনিটের বেশি ফোন না টিপে থাকতে পারিনা😩,Psychiatrist
আমার ছেলের ডায়রিয়া হয়েছে আর অনেক জ্বর আসছে,Medicine
আমার অনেক নার্ভাস লাগে। ক্লান্ত লাগে। আর অনেক ঘাম হয়।,Medicine
আমার প্রস্রাবের অনেক চাপ আসে কিন্তু সেই তুলনায় খুব কম প্রস্রাব হয়। আর অনেক ব্যথা করে।,Medicine
"আমার মেয়ের থুতনির নিচে দুই পাশে অনেক ব্যথা করছে। ঠিকমত খেতে পারছে না। হা করতে পারছে না, কিছু চাবাতে গেলে ব্যথা পাচ্ছে। আর বাম পাশ ফুলে গিয়েছে।",ENT
আমার কয়েকদিন ধরে অনেক বেশি শরীর চুল্কায়,Skin
বিয়ের জন্য যে মেয়েকে পছন্দ করি তাকে দেখলেই প্রচন্ড ভয় কাজ করে এবং খাওয়ার রুচি থাকে না বমি বমি ভাব চলে আসে কেন হাটহাটবিট বাড়ে,Psychiatrist
ফেসবুক এ অযথা এক্টিভ থাকি । ডিপ্রেশন আজাইরা চিন্তা ঘুরপাক খায় সবসময় ‌‌‌‌এই সময় গুলো কিভাবে কাজে লাগানো যায়? খুব অশান্তি লাগে।,Psychiatrist
আমি দূরের জিনিস দেখতে পারি না। দূর থেকে লিখা সব ঝাপ্সা দেখি।,Ophthalmologist
"দিন দিন বেঁচে থাকার ইচ্ছেটা কমে গেছে, পৃথিবীতে নিজেকে খুব অসহায় লাগছে। বার বার মনে হয়, এতো মানুষ মারা যায়, আমি কেন মরি না।",Psychiatrist
আমার পেট অনেক মোচড় দিয়ে উঠে আর অনেক পাতলা পায়খানা হচ্ছে।,Medicine
আমার মেয়ের ঠিকমত পিরিয়ড হয় না,Gynecologist
হঠাৎ খুব ঘুরতে ইচ্ছে হচ্ছে।🥺,Psychiatrist
আমার মেয়ে বুকের দুধ খাওয়ার সময় নাকে মুখে উঠে যায় এরপর ওর শ্বাস বন্ধ হয়ে আসছে মনে হচ্ছে,Medicine
গ্রুপে এমন কেউ আছেন যিনি সুইসাইড এটেম্প নিয়ে এখন স্বাভাবিক জীবনে ফিরে এসেছেন?,Psychiatrist
"আমার মা ভাড়ি কোনো জিনিস বহন করতে পারে না মাজা, হাত, পা প্রচন্ড ব্যথা করে",Orthopedic
আমার মেয়ের অনেক ঠান্ডা লেগেছে আর সর্দি পরছে। আর খাবারের কোনো স্বাদ পাচ্ছে না,Medicine
আমার আম্মুর নিপল ফুলে লাল হয়ে আছে আর চাপ দিলে অনেক ব্যথা করছে। আম্মুর স্তনেও শক্ত দলার মত চাকা হয়ে আছে। আর খুব ব্যথা করে,Gynecologist
"আমি খুবি অসুস্থ মানসিক ভাবে।আমি এইদিকে পাগলের মতো হয়ে গেছি,কিছুই ভুলতে পারছি না।",Psychiatrist
আমার চোখ খুব ব্যথা করে,Ophthalmologist
আমি কিভাবে একটি ভূমিকম্পের আমার ট্রমা পরিত্রাণ পেতে পারি? আমি প্রতিদিন খারাপ হয়ে যাচ্ছি। যতবার আমি কাঁপছি ততবারই আমার মনে হচ্ছে এটা একটা ভূমিকম্প।,Psychiatrist
আমার একটু পরপরই ক্ষুধা লাগে। আর অনেক দুর্বল লাগে।,Medicine
আমার ছেলে কোনো কিছু চাবাতে গেলে দাঁতে অনেক ব্যথা পায়,Dentist
"সময় হল বিদ্যালয় যেখানে আমরা শিখি, সময় হল আগুন যাতে আমরা জ্বলি।",Psychiatrist
আমার প্রস্রাবের রঙ অনেকটা লালচে আর অনেক গন্ধ হয়।,Medicine
আমার বোন অনেক রোগা হয়ে যাচ্ছে,Medicine
আমি দূরের জিনিস দেখতে পারি না। দূর থেকে লিখা সব ঝাপ্সা দেখি।,Ophthalmologist
"আমার মনটা খুব খারাপ! হতাশা, ডিপ্রেশনে মানসিক সমস্যায় ভুগছি। কোনো হতাশা হলে গলা শুকিয়ে যায়! চোখের নিচে কালো দাগ, দূর থেকে চোখে দেখিনা সাত মাস ধরে। আমার জন্য সবাই একটু দোয়া করবেন প্লিজ!!!",Psychiatrist
"রোদে গেলে আমার অনেক মাথা ব্যথা করে। বিশেষ করে কপালে, ভ্রু এর দুই দিকে খুব ব্যথা করে।",Medicine
আমার মাথায় গোটা বের হয়েছে আর এগুলো অনেক চুল্কায় বিচির মত বের হয়।,Medicine
আমারহঠাৎ করেই অনেক প্রেসার বেড়ে যায় আর অনেক বেশি পানির পিপাসা লাগে।,Medicine
আমার অনেক ব্রণ হয় মুখে। আর অনেক ব্যথা করে। ,Skin
আমার দাদু সিঁড়ি বেয়ে উঠতে গেলে হাঁটুতে ব্যথা পায়,Orthopedic
 আমি আপনার থেকে আরো বেশিদিন এই নরক যন্তনা ভোগ করছি।সারাক্ষন ভয়ে ভয়ে থাকি কখন সমস্যাটি তীব্র হয়।যাক ভাই ভয় পাবেন না।মহান রাব্বুল আলামিন আমাদের হয়তো পরীক্ষা নিচ্ছেন।,Psychiatrist
সেই ২০১৬ থেকে এখন পর্যন্ত আমি আরেকটা রিলেশন করিনাই শুধু মাত্র ওর জন্য।,Psychiatrist
আমার কান বদ্ধ বদ্ধ লাগে। মনে হয় কিছু একটা আটকে আছে,ENT
আমার কপালের দুইদিকে আর গালের দুই চোয়ালের হাড় অনেক ব্যথা করে,Medicine
আমার মায়ের ঘাড় থেকে শুরু করে পিঠ পর্যন্ত ব্যথা করে,Orthopedic
আমার মেয়ের অনেক বুকে ব্যথা করে আর শ্বাস নিতে কষ্ট হয় অনেক তখন,Cardiologist
আমার অনেক পেটে ব্যথা করে আর প্রস্রাবের নালী জ্বলে,Medicine
আসসালামুয়ালাইকুম আমার ভাই কার সাথে জানি একা একা কথা বলে হাসে জিগ্গেস করলেবলে সে তার কিছু মানুষের সাথে কথা বলে কিছুদিন পর্যবেক্ষণ করে বুঝলাম তার সিজোনোফ্রেনিয়া হয়েছে কি করবো বললে ভালো হয়..,Psychiatrist
"সমস্যা দিন দিন বেড়েই চলছে,রাত হলে একদম একা লাগে।আমি শুধু কান্না করি কিন্তু কেনো করি তা আমি জানি না।",Psychiatrist
আমার মায়ের বুক অনেক জ্বালা পুড়া করে। অনেক ভাড়ি কিছু চাপ দেয় বুকে।,Cardiologist
আমার আম্মুর খাওয়ার ক্রেভিং অনেক বেশি হচ্ছে দিন দিন। আর ঘন ঘন প্রস্রাব হয়।,Medicine
আমার পায়ু পথে অনেক বেশি চুল্কায়,Medicine
আমার মায়ের বুকে অনেক ব্যথা করে,Cardiologist
আমার মাথায় একটা টিউমারের মত দলা পেকে আছে আর চাপ দিলে ব্যথা লাগে। এটা আস্তে আস্তে বড়ও হচ্ছে,Surgery
আমার আব্বুর শরীরের জয়েন্টে জয়েন্টে অনেক ব্যথা করে। ,Medicine
আমার অনেক মাথা ব্যথা করে,Medicine
"আমি ভীষণ depressed, বারবার এক জিনিস মাথায় ঘুরে।সিদ্ধান্ত নেওয়ার পর ও আবার ওই বিষয় টা নিয়ে আবার আফসোস হয়।",Psychiatrist
আমার প্রচন্ড বুকে ব্যথা করে আর জোরে হাঁটতে গেলে বুক ধরফর করে,Cardiologist
আমার সমস্যা হচ্ছে আমি কোনো যে ইমেজিন করতে চাই না বারবার ওইটা চোখে এসে কি করবো? এবং মৃত্যু নিয়ে বারবার চিন্তা আসে কি করবো?,Psychiatrist
আমি মানসিক সমস্যায় আছি সব সময় নিজেকে নিয়ে টেনশনে থাকি একেক সময় একেক চিন্তা হয়। আমার মনে হয় আমার কিছু হয়ে যাবে আমার বড় কোন রোগ হয়েছে।,Psychiatrist
আমি অনেক চিন্তা করি যার কারণে আমার মানসিকভাবে অনেক বেশি প্রশার পড়ে। আমি কারো সাথে শেয়ার ও করতে পারছি না এই বিষয় নিয়ে। মেনে নিতে পারছি না মানসিক ভাবে ও দূর্বল হয়ে যাচ্ছি।,Psychiatrist
আমি অতিরিক্ত মোবাইলে আসক্ত এটা থেকে মুক্তির কোনো উপায় থাকলে জানাবেন।আর কীভাবে বেশি পড়ালেখা নিয়ে বসে থাকা যায় সেটার উপায়। সারাক্ষণ মন খারাপ থাকে আমার।,Psychiatrist
আমার নাতনির বয়স ১০ বছর। কিন্তু ওর এখনি অনেক সাদা স্রাব বের হয় আর খুব দুর্গন্ধ হয়,Gynecologist
"ইদানীং রাগ খুব বেড়ে গেছে, খুব সহজেই রেগে যাই, এর কারণ কী? কীভাবে স্বাভাবিক অবস্থায় আসতে পারি?",Psychiatrist
আমার ভাই এর ডান গাল ফুলে লাল হয়ে আছে। আর এই মুখের জায়গাটায় হলদে পুঁজ জমে আছে।,Surgery
আমার বাবার রাতে ঠিকমত ঘুম হয় না।হঠাৎহঠাৎ লাফ দিয়ে উঠে পরে।,Medicine
আমার নানু সকালে মাথা ঘুরায় পরে গিয়েছিলো। অজ্ঞান ছিলো। সেন্স আসার পর থেকে বমি করছে ,Medicine
দিনদিন কেমন জানি হয়ে যাচ্ছি 😔😔😔,Psychiatrist
"আমি দিন দিন দূর্বল হয়ে যাচ্ছি, সারাদিন বাসায় থেকে শুধু তার কথাই ভাবি, কয়েকবার আত্নহত্যাও করতে চেয়েছি কিন্তু আমি জানি আমার এ খবরে আমার মা নির্ঘাত মারা যাবে, তাই করিনি।",Psychiatrist
"আমার অনেক ঘাড়ে ব্যথা, ঠিকমত ঘুম হয় না। চোখে রক্ত জমাট বাধার মত দাগ পরে যায়।",Medicine
নিজের প্রতি নিজের অবিশ্বাস কাজ করে। সবকিছুতে সন্দেহ হয়। কি করে এই সমস্যা থেকে বের হওয়া যায়?,Psychiatrist
আমার আম্মুর মাজা আর পিঠ অনেক ব্যথা করে। মাঝে মধ্যে হাত তুলে কোনো কাজ করতে পারে না। হাত একদম ব্যথায় অবশ হয়ে আসে,Medicine
আমি আমার ব্যক্তিগত কিছু সমস্যা নিয়ে পোস্ট টা করছি প্লিজ মন দিয়ে সবাই পড়বেন আর ভালো না লাগলে ইগনোর করবেন। ২০১৮ সালে আমার ব্রেক আপ হয় ব্রেকআপ এরপর আমি ১৮-১৯ পর্যন্ত অনেক ডিপ্রেশনের মধ্যে কাটিয়েছি।,Psychiatrist
আমার মুখ শুকিয়ে আসে আর পানির পিপাসা লাগে অনেক বেশি।,Medicine
কিছু ব্যাপার নিয়ে উত্তেজিত হয়ে Mantally Sick হয়ে যাচ্ছি।🥺নিজের সাথে নিজে আর পেরে উঠতেছি না।😥 স্বাভাবিক হতে চাই।🙂,Psychiatrist
আমার চোখের নিচে কালো দাগ পরে গিয়েছে,Skin
আমার ছেলের দাঁত ভেঙ্গে যাচ্ছে আর অনেক রক্ত বের হয় দাঁত ব্রাশ করার পর,Dentist
আমার দাঁতে কালো দাগ হচ্ছে কোনোভাবেই দাগ যাচ্ছে না।,Dentist
আমার মায়ের সারা শরীরে পানি আসছে,Medicine
আমার খুশখুশে কাশি হয় আর কফ অনেক ঘন হয়। সাথে অনেক সময় রক্তও পরে।,Medicine
"আমার প্রায় সারা বছরই সর্দি লেগে থাকে, কোনো খাবারের স্বাদ আর গন্ধ পাই না। ",Medicine
"আমার মেয়ের অনেক বুকে ব্যথা হয় আর বমির ভাব হয়। কিছু খেতে চায় না, বলে খেলেই বমি হবে। কাশি দেওয়ার সময় বুকে অনেক ব্যথা করে। আর ওর শরীর অনেক দূর্বল হয়ে গিয়েছে।",Cardiologist
"১।আমি রাস্তা দিয়ে যাচ্ছি, অজানা লোকেরা কথা বলছে,মনে হয় আমারে নিয়েই কথা বলছে।",Psychiatrist
আমি রাতের বেলায় চোখে কম দেখি।,Ophthalmologist
আমার মেয়ের নিপলে লাল গোটার মত বের হয়েছে আর চুল্কায়,Surgery
আমারহঠাৎ করে বুকে ব্যথা করে তখন প্রায় ৫ থেকে ১০ মিনিটের মত ব্যথা থাকে। যন্ত্রণায় আমি ঘামতে থাকি,Cardiologist
আমার ছেলের চোখ থেকে শুধু পানি পরে আর অনেক ব্যথা করে,Ophthalmologist
আমার ফুফুর থায়রয়েডের সমস্যা ধরা পরেছে কিন্তু এটার কি চিকিৎসা করাবে ঠিক বুঝতে পারছে না,Medicine
আমার বাবার বাম গালে কালো দাগ পরেছে আর এই দাগ আস্তে আস্তে বাড়ছে,Skin
আমার বোনের কয়েকদিন ধরে চোখ আর মাথা ব্যথা,Medicine
আমার গলায় ফুলে লাল হয়ে আছে। আর মারাত্মক ব্যথা করছে।,Medicine
আমার আব্বুর প্রেসার অনেক বেড়ে গেছে আর আব্বুর মাথা খুব যন্ত্রণা করছে,Medicine
"দিন দিন ডিপ্রেশনে যাচ্ছি,, মা বাবা ও অনেক চিন্তা করে, আমার এখন বাঁচতে ইচ্ছে করে না,এই একাকীর জীবনে ক্লান্ত হয়ে গেছি আর পারছি না,,দিন দিন অসুস্থ হয়ে যাচ্ছি মাথা ঘুরে..",Psychiatrist
ফেইসবুকে ঢুকে স্ক্রল করতেই দেখবেন আপনার ব্যাচের টপার আর আপনার বন্ধুটি নেই। সে এখন আপনারই ভার্সিটিরই টিচার আর আপনার হয়ত দুয়েকটা সাবজেক্ট এখনও আটকে আছে।,Psychiatrist
আমার মা বসা অবস্থা থেকে উঠতে গেলে মাথা ঘুরে উঠে চোখে অন্ধকার দেখি,Medicine
আমি অল্প বিষয় নিয়ে অনেক বেশি অস্থির হয়ে পরি আর অনেক প্রেসার বেড়ে যায়,Medicine
"আমার নাক, গাল, থুতনি আর কপালে চুল্কায় আর লাল হয়ে যায়।",Skin
আমি প্রায় এক মাস আগে হাঁটুতে ব্যথা পাই কিন্তু এই ব্যথা এখনো ঠিক হয় নি।,Orthopedic
আমার বাবার চোখের মনি অনেক বেশি ব্যথা করে আর পানি পরতে থাকে,Ophthalmologist
আমার মুখে রুচি নেই আর পেট ব্যথার কারণে কিছু খেতে পারছি না।,Medicine
আমার স্তনের নিপল দিয়ে দুধের মত সাদা রস বের হতে থাকে কিন্তু আমি প্রেগন্যান্ট না।,Surgery
আমার খুব শ্বাস কষ্ট হয়,Medicine
আমার স্তনে প্রচন্ড ব্যথা করে। প্রায় এক মাস ধরে আমার স্তনে শক্ত দলার মত মনে হচ্ছে গোলাকার এবং এটা আস্তে আস্তে বড় হচ্ছে,Gynecologist
আসসালামুয়ালাইকুম আমি বাইরে বের হলে এতো এতো মানুষ দেখে হতাশ হয়ে যাই।কেমন যেন অজানা এক ভয় কাজ করে এ অবস্থা থেকে আমি কীভাবে মুক্তি পেতে পারি? কীভাবে আবার স্বাভাবিক জীবন যাপন এ ফিরে আসতে পারি?,Psychiatrist
"আমি প্রচণ্ড সুইসাইডাল ফিল করছি, না যুক্তি মেনে নিতে পারছি না মনকে বুঝাতে পারছি না তাকে বুঝাতে পারছি।",Psychiatrist
আমার নানা ভাই এর খুব বেশি চোখে জ্বালা পুড়া করছে,Ophthalmologist
আমার কপালে গোটা উঠেছে অনেক আর এগুলো খুব চুল্কায়। টিপ দিলে সাদা শালের মত বের হয় ,Skin
"আমার এখন আর নিজের সমস্যা, নিজের শরীর নিয়ে ভাবতে ইচ্ছে হয়না। একটার পর একটা সমস্যা আর কত টেস্ট করা যায়?আর কত ঔষধ খাওয়া যায়? তারথেকে ভালোহয় যখন মৃত্যু হবে ম*রে যাব।এত সমস্যা সমাধানের প্রয়োজন নাই🙂",Psychiatrist
আমি চোখে ঝাপ্সা দেখি আর মাকড়শার জালের মত দেখি। স্পষ্ট দেখতে পাই না,Ophthalmologist
"আমার মামা সিঁড়ি বেয়ে উঠতে গেলে অনেক সময় পা নাড়াতে পারেন না, অনেক যন্ত্রণা করে",Medicine
ঘুমের সমস্যা কিভাবে দূর করা যাই ২/৩ঘন্টা ঘুম হই আবার গুম ভেংগে যাই সহজে গুম ধরেনা,Psychiatrist
"আমার মাসেলে অনেক ব্যথা করে, ঘুম ঠিকমত হয় না। অনেক ক্লান্ত লাগে।",Orthopedic
আমি মানুষের সাথে মিশতে পারি না। মানুষের সাথে মনের কথা শেয়ার করতে পারি না। এটা কি কোনো রোগ?রোগ হলে এর সমাধান কী?,Psychiatrist
আমার বাবার বুক জ্বালা পুড়া করে। ,Medicine
"খুব কষ্টে আছি নিজের সংসারে। লো সেলফ ইস্টিম, ইনফেরিওরেটি কমপ্লেক্স, গিলট আমাকে কুঁড়ে কুঁড়ে খায়। কোন মুক্তি নাই আর।",Psychiatrist
আমার মুখে গোটা উঠে মুখে কালো দাগ পরে যাচ্ছে।,Skin
আমার বুক অনেক জ্বালা পুড়া করে। মনে হয় কিছু অনেক ভাড়ি কিছু অনেক জোরে চাপ দিচ্ছে বুকে।,Cardiologist
একা থাকার প্রবনতা প্রচুর। মানুষের থেকে পরিবার থেকে এমন আঘাত লেগেছে যে আমার একা থাকা টাকেই নিরাপদ মনে হয়। অন্তত আমি বাচতে পারব নিজের মত। প্রায় রাতে দম বন্ধ লাগে আমি মারা যাব এখুনি এরকম অনুভুতি হয়।,Psychiatrist
আমি প্যানিক এটাকে আক্রান্ত শুধু মনে হয় আমার নিশ্বাস বন্ধ হয়ে যাবে যখন প্যানিক এটাক উঠে তখন আমার পুরা শরীর ঝিমঝিম করে এই বুজি আমারবদম বন্ধ হয়ে যাবে। এটা কিভাবে ডিজাব করবো,Psychiatrist
আমার মায়ের স্তনের নিপলে সাদা পুঁজের মত বের হয় আর স্তনে গোল চাকার মত শক্ত হয়ে আছে,Gynecologist
আমার মাজা অনেক বেশি ব্যথা করে আমি তখন একদমই উঠা বসা করতে পারি না,Orthopedic
আমি খুব বিপদে আছি।। আমি মানসিক রোগী হয়ে গেছি।।মনে হচ্ছে এভাবে চললে অল্প দিনের মধ্যেই পাগল হয়ে যাব।। সাইকোলজিস্ট দেখানোর মত সামর্থ্য ও নাই।। এখন কি করতে পারি সঠিক পরামর্শ দিবেন প্লিজ।,Psychiatrist
"হেল্প প্লিজ
অনলাইনের ক্ষেত্রে মায়া কাটানোর উপায় কি? অপর পাশের মানুষ যদি হঠাৎ ইগনোর করতে শুরু করে তবে করণীয় কি?ওই মানুষ টির কাছ থেকে দূরে যেতে চাচ্ছি,কিন্তু সম্ভব হচ্ছে না।",Psychiatrist
"যাকে আপন ভেবেছি সেই সহধর্মিণী ও বাধ্য করছে ভেংগে পড়তে।যেই মানসিক সাপোর্ট টা দরকার, উলটো চাপে আমি ভেংগে পড়ছি৷ আমি পারছি না সহ্য করতে৷ কিভাবে রিকোভার করব জানি না৷ শুধু আল্লাহর কাছে বলছি আমাকে পথ দেখাও৷",Psychiatrist
আমি রাতের বেলায় চোখে কম দেখি,Ophthalmologist
আমার মানুষিক অসুস্থতা আমাকে তিলে তিলে শেষ করে দিচ্ছে।,Psychiatrist
আমার বাবার চোখে ছানি পরেছে মাকড়শার জালের মত দেখে। ঠিকমত দেখতে পারে না,Ophthalmologist
"আমার বয়স ১৭। কয়েক বছরধরে আমি একটি সমস্যায় ভুগছি। আমি যা-ই চিন্তা করি, মনে হয় সেই ঘটনাটা আমার সাথে এর আগেও ঘটেছে। আমার এখন করণীয় কী? অভিজ্ঞদের পরামর্শ চাই…",Psychiatrist
সারাদিন শুধু নেগেটিভ চিনতা ভাবনা আসে এগুলা থেকে বের হওয়ার উপায় কি?,Psychiatrist
আমার নিজের নিশ্বাসের প্রতি বোশি মনোযোগ যায় আমার মনে হয় আমার নিশ্বাস বন্ধ হয়ে মারা যাবা আমার অনেক অস্তিরতা করে মনে হয় মারা যাব,Psychiatrist
