Problem,Specialist
"প্রায়ই চোখে অঞ্জনি হয়।",Ophthalmologist
"চোখের পাতা ফুলে গেছে।",Ophthalmologist
"রাতে গাড়ির আলো চোখে লাগে।",Ophthalmologist
"এক চোখে কম দেখি।",Ophthalmologist
"সকালে চোখের কোণায় পিচুটি জমে।",Ophthalmologist
"চোখের পাতা ঘন ঘন কাঁপে।",Ophthalmologist
"আলো দেখলে রঙিন বৃত্ত দেখি।",Ophthalmologist
"চোখ শুকনো লাগে, বালির মতো।",Ophthalmologist
"হঠাৎ দাঁড়ালে চোখে অন্ধকার দেখি।",Ophthalmologist
"চশমার পাওয়ার টেস্ট করাতে চাই।",Ophthalmologist
"চোখে পিনের মতো খোঁচা লাগে।",Ophthalmologist
"চোখের সাদা অংশ লাল হয়ে গেছে।",Ophthalmologist
"কাছের লেখা পড়তে কষ্ট হয়।",Ophthalmologist
"ডাক্তার বলেছে ছানি পড়েছে।",Ophthalmologist
"চোখ দিয়ে হলুদ পানি পড়ে।",Ophthalmologist
"চোখের পাতা নড়াতে ব্যথা লাগে।",Ophthalmologist
"চোখের সামনে জালের মতো কিছু দেখা যায়।",Ophthalmologist
"পাশ থেকে দেখতে পারি না।",Ophthalmologist
"চোখ চুলকালে জ্বালা করে।",Ophthalmologist
"হঠাৎ করে চোখে কিছুই দেখি না।",Ophthalmologist
"চোখের পাপড়ির গোড়ায় দানা হয়েছে।",Ophthalmologist
"চোখে চাপ অনুভব করি।",Ophthalmologist
"স্ক্রিনে তাকালে চোখ জ্বলে।",Ophthalmologist
"ধুলাবালিতে চোখে সমস্যা হয়।",Ophthalmologist
"চোখের সাদা অংশ হলুদ দেখায়।",Ophthalmologist
"দুই চোখের মণি সমান মনে হয় না।",Ophthalmologist
"ড্রপ দিলে চোখ জ্বলে।",Ophthalmologist
"কন্টাক্ট লেন্সে চোখ লাল হয়।",Ophthalmologist
"চোখের পাশে ছোট গোটা হয়েছে।",Ophthalmologist
"চোখ ভারী লাগে।",Ophthalmologist
"চোখে হঠাৎ ব্যথা শুরু হয়।",Ophthalmologist
"মাঝে মাঝে চোখে ঝলকানি দেখি।",Ophthalmologist
"চোখের পাতা ঠিকমতো বন্ধ হয় না।",Ophthalmologist
"সবুজ রঙের পানি চোখ থেকে বের হয়।",Ophthalmologist
"দুই চোখে দেখার পার্থক্য অনুভব করি।",Ophthalmologist
"ছানি অপারেশনের পরও চোখ ঝাপসা।",Ophthalmologist
"চোখের পাতাগুলো ভেতরের দিকে ঢুকে গেছে।",Ophthalmologist
"চোখে কিছু পড়লে বের করতে পারি না।",Ophthalmologist
"মণির রঙ ফ্যাকাসে হয়ে গেছে।",Ophthalmologist
"চোখের সামনে কালো ধোঁয়া দেখি।",Ophthalmologist
"চোখের পাপড়ি ঝরে পড়ে।",Ophthalmologist
"চোখের মণিতে সাদা আস্তরণ পড়েছে।",Ophthalmologist
"রাতে একদম দেখতে পাই না।",Ophthalmologist
"চোখ বন্ধ করলে ব্যথা করে।",Ophthalmologist
"পাওয়ার দ্রুত পরিবর্তন হচ্ছে।",Ophthalmologist
"চোখের পাতা নাড়াতে কষ্ট হয়।",Ophthalmologist
"চোখের পানি খুব লবণাক্ত লাগে।",Ophthalmologist
"চোখ সবসময় গরম লাগে।",Ophthalmologist
"চোখের পাতা রুক্ষ হয়ে গেছে।",Ophthalmologist
"সামান্য আঘাতেই চোখ লাল হয়ে যায়।",Ophthalmologist
"চোখ খোলা রাখতে কষ্ট হয়।",Ophthalmologist
"অন্ধকার থেকে আলোতে চোখ সয়ে না।",Ophthalmologist
"চোখের পাতা ফুলে পানি জমেছে।",Ophthalmologist
"চোখের সাদা অংশে বাদামী দাগ।",Ophthalmologist
"পরিবারের চোখের রোগের ইতিহাস আছে।",Ophthalmologist
"নিয়মিত চোখ পরীক্ষা করাতে চাই।",Ophthalmologist
"চোখ কাঁপতে কাঁপতে বন্ধ হয়ে আসে।",Ophthalmologist
"চোখের সামনে মাছির মতো কিছু উড়ে।",Ophthalmologist
"দৃষ্টিশক্তি আগের মতো নেই।",Ophthalmologist
"চোখ ঘোরালে ব্যথা লাগে।",Ophthalmologist
"চোখের পাতা শক্ত হয়ে গেছে।",Ophthalmologist
"চোখে ভেতর থেকে চাপ লাগে।",Ophthalmologist
"চোখে হঠাৎ পানি পড়ে।",Ophthalmologist
"চোখের পাতা তুলতে কষ্ট হয়।",Ophthalmologist
"চোখের কোণায় চুলকায়।",Ophthalmologist
"চশমা ছাড়া দূরের কিছু দেখা যায় না।",Ophthalmologist
"চোখ জ্বলে উঠে, বিশেষ করে রাতে।",Ophthalmologist
"চোখে দাগ পড়ে যাচ্ছে।",Ophthalmologist
"চোখে ধোঁয়া ধোঁয়া দেখি।",Ophthalmologist
"রোদে গেলে চোখ কুঁচকে যায়।",Ophthalmologist
"স্ক্রিনে তাকালে চোখে পানি আসে।",Ophthalmologist
"চোখের পাপড়িতে ব্যথা হয়।",Ophthalmologist
"ডান চোখে কিছু সময়ের জন্য অন্ধকার দেখি।",Ophthalmologist
"আলোয় চোখ ভিজে যায়।",Ophthalmologist
"রাতে দেখতে কষ্ট হয়।",Ophthalmologist
"চোখের মণি ছোট হয়ে গেছে।",Ophthalmologist
"কনজাংটিভাইটিস হয়েছিল, এখনও ভালো না।",Ophthalmologist
"চোখের পাতায় লালচে ফোলাভাব।",Ophthalmologist
"চোখ খোলার সময় ব্যথা হয়।",Ophthalmologist
"চোখের নিচে কালচে দাগ।",Ophthalmologist
"চোখ ঘুরিয়ে তাকালে কষ্ট হয়।",Ophthalmologist
"চোখ ঘন ঘন বন্ধ হয়ে আসে।",Ophthalmologist
"কিছুক্ষণ পর পর চোখ মোছা লাগে।",Ophthalmologist
"চোখের মণিতে রঙিন দাগ দেখছি।",Ophthalmologist
"চোখ ঘোলাটে দেখায়।",Ophthalmologist
"চোখ দিয়ে পানি পড়া বন্ধ হচ্ছে না।",Ophthalmologist
"চোখের কনট্যাক্ট লেন্স ব্যবহার করতে পারি না।",Ophthalmologist
"চোখের মধ্যে ব্যথা অনুভব করি।",Ophthalmologist
"মাঝেমধ্যে চোখে আগুনের মতো লাগে।",Ophthalmologist
"চোখে বালি ঢোকার মতো লাগে।",Ophthalmologist
"চোখ দিয়ে গরম পানি পড়ে।",Ophthalmologist
"চোখে অস্বস্তি লাগছে সবসময়।",Ophthalmologist
"চোখের চারপাশ ফুলে গেছে।",Ophthalmologist
"চোখের নিচে ব্যথা হয়।",Ophthalmologist
"চোখের পাতায় পুঁজ জমেছে।",Ophthalmologist
"চোখ ঘোলা মনে হয়।",Ophthalmologist
"চোখে উজ্জ্বল আলো লাগলে মাথা ধরে।",Ophthalmologist
"চোখে একরকম অন্ধকার দেখি সবসময়।",Ophthalmologist
"দূর থেকে আসা গাড়ি চোখে ধাক্কা দেয় আলো দিয়ে।",Ophthalmologist
"চোখ বন্ধ করলে চাকা চাকা আলো দেখি।",Ophthalmologist
"এক চোখে ঝাপসা দেখি, অন্য চোখে পরিষ্কার।",Ophthalmologist
"চোখের মধ্যে কিছু নড়াচড়া করছে মনে হয়।",Ophthalmologist
"চোখে ধুলা পড়লে অনেক সময় লাল হয়ে থাকে।",Ophthalmologist
"চোখে ছানি অপারেশনের পর জ্বালা করে।",Ophthalmologist
"চোখ খোলার সময় গোঁজ লাগে।",Ophthalmologist
"চোখে শিরশির করে।",Ophthalmologist
"চোখের নিচে চাপ অনুভব করি।",Ophthalmologist
"চোখ খুলতে গেলে ব্যথা হয়।",Ophthalmologist
"চোখ বন্ধ করলে অন্ধকার দেখি না, উজ্জ্বল দেখি।",Ophthalmologist
"চোখের পাতায় রক্ত জমাট বেঁধেছে।",Ophthalmologist
"চোখে রোদ পড়লে খুব অস্বস্তিকর লাগে।",Ophthalmologist
"চোখের পাতায় সাদা ফোঁটা হয়েছে।",Ophthalmologist
"চোখে কিচকিচ করছে।",Ophthalmologist
"চোখ সবসময় ক্লান্ত লাগে।",Ophthalmologist
"চোখের ভেতরে গরম অনুভব করি।",Ophthalmologist
"চোখে আলোর ঝলক দেখা যায় মাঝে মাঝে।",Ophthalmologist
"চোখের চারদিকে জ্বালাপোড়া করে।",Ophthalmologist
"চোখে পানি পড়া থামছে না।",Ophthalmologist
"চোখে চোখা বস্তুর মতো অনুভব করি।",Ophthalmologist
"চোখ বন্ধ করলে আরাম পাই না।",Ophthalmologist
"চোখের মধ্যে পিন ঢুকেছে মনে হয়।",Ophthalmologist
"চোখের ভেতরে হালকা ব্যথা থাকে সবসময়।",Ophthalmologist
"চোখের মণি ঘোরালে টান টান লাগে।",Ophthalmologist
"চোখে একটু বাতাস লাগলেই পানি পড়ে।",Ophthalmologist
"চোখের মধ্যে কুয়াশার মতো দেখি।",Ophthalmologist
"চোখের পাশে লাল ফোলা দাগ।",Ophthalmologist
"চোখের দৃষ্টি ঝাপসা হয়ে আসে মাঝে মাঝে।",Ophthalmologist
"চোখ বন্ধ করলে কাঁপুনি অনুভব করি।",Ophthalmologist
"চোখ জ্বলে উঠে রোদে গেলে।",Ophthalmologist
"চোখের পাতায় কষ জমে।",Ophthalmologist
"চোখ হঠাৎ করে কাঁপতে শুরু করে।",Ophthalmologist
"চোখের দৃষ্টিতে ছায়া দেখি।",Ophthalmologist
"চোখের পাতার নিচে চাপ অনুভব করি।",Ophthalmologist
"চোখে পানির ফোঁটা ঝুলে থাকে সারাক্ষণ।",Ophthalmologist
"চোখের মণিতে গোল দাগ দেখা যায়।",Ophthalmologist
"চোখ খোলার পর দৃষ্টি কিছুক্ষণ ঝাপসা থাকে।",Ophthalmologist
"চোখ খোলার সময় জ্বালাপোড়া অনুভব করি।",Ophthalmologist
"চোখে মাঝেমধ্যে কালো বিন্দু দেখা যায়।",Ophthalmologist
"চোখের পাতায় সাদা আস্তরণ পড়েছে।",Ophthalmologist
"চোখে ব্যথা হয়, বিশেষ করে রাতের বেলায়।",Ophthalmologist
"চোখে আলোর প্রতিচ্ছবি অনেক বেশি হয়।",Ophthalmologist
"চোখের ভেতরে ঘোরাফেরা করে কিছু একটা।",Ophthalmologist
"চোখের উপরিভাগে চাপ অনুভব করি।",Ophthalmologist
"চোখের দৃষ্টি মাঝে মাঝে ঝাপসা হয়ে যায়।",Ophthalmologist
"চোখে বাতাস লাগলেই সমস্যা হয়।",Ophthalmologist
"চোখ বন্ধ করলে আলো দেখা যায়।",Ophthalmologist
"চোখের পাপড়ি পাতলা হয়ে গেছে।",Ophthalmologist
"চোখ ঘুরালে চোখে খোঁচা লাগে।",Ophthalmologist
"চোখে ঝিলিক দেখা যায়।",Ophthalmologist
"চোখের চারপাশে ব্যথা অনুভব করি।",Ophthalmologist
"চোখের সাদা অংশে দাগ পড়েছে।",Ophthalmologist
"চোখে কিছু না থাকলেও কষ্ট হয়।",Ophthalmologist
"চোখ ধুয়ে ফেললেও আরাম পাই না।",Ophthalmologist
"চোখের মণির রঙ বদলে যাচ্ছে।",Ophthalmologist
"চোখে পানি জমে থাকে।",Ophthalmologist
"চোখে ঝিলিক দিয়ে উঠে মাঝে মাঝে।",Ophthalmologist
"চোখ দিয়ে প্রতিদিন পানি পড়ে।",Ophthalmologist
"চোখ বন্ধ করলে চিনচিনে ব্যথা হয়।",Ophthalmologist
"চোখ খুলতেই আলো চোখে লাগে।",Ophthalmologist
"চোখ শুকিয়ে যায় অনেকক্ষণ স্ক্রিন দেখলে।",Ophthalmologist
"চোখের পাতায় গুটি গুটি দানা উঠেছে।",Ophthalmologist
"চোখের ভেতরে যেন কিছু আটকে আছে।",Ophthalmologist
"চোখে বারবার হাত দিলে জ্বালা করে।",Ophthalmologist
"চোখের সামনে দৃষ্টি ভাসে।",Ophthalmologist
"চোখের উপরিভাগে চুলকানি হয়।",Ophthalmologist
"চোখ খুলে রাখা কঠিন হয়ে যায়।",Ophthalmologist
"চোখের দৃষ্টি পরিষ্কার না।",Ophthalmologist
"চোখ ধুয়ে ফেললেও ঝাপসা দেখি।",Ophthalmologist
"চোখে চুলকানি কমছে না কিছুতেই।",Ophthalmologist
"চোখে পিন ঢুকেছে বলে মনে হয়।",Ophthalmologist
"চোখে পানি জমে পাতায় ফোলে।",Ophthalmologist
"চোখের দৃষ্টি একদিকে হেলে গেছে।",Ophthalmologist
"চোখে খুব উজ্জ্বল কিছু দেখলে মাথা ধরে।",Ophthalmologist
"চোখের কোণ থেকে বারবার পানি পড়ে।",Ophthalmologist
"চোখ বন্ধ করলে ঝিলিক দেখে।",Ophthalmologist
"চোখের পাপড়িতে ফোস্কার মতো হয়েছে।",Ophthalmologist
"চোখে ধুলা ঢুকলেই চুলকায়।",Ophthalmologist
"চোখ সবসময় গরম অনুভব করি।",Ophthalmologist
"চোখে আলো পড়লে চোখ কাঁপে।",Ophthalmologist
"চোখের দৃষ্টি স্থির না।",Ophthalmologist
"চোখের পাতায় শুষ্কভাব থাকে সারাক্ষণ।",Ophthalmologist
"চোখ ঘোরালে চোখের ভেতর ব্যথা হয়।",Ophthalmologist
"চোখের সাদা অংশে লাল দাগ।",Ophthalmologist
"চোখে পানি পড়া শুরু হয়েছে কয়েকদিন ধরে।",Ophthalmologist
"চোখ শুকিয়ে গেলে মাথা ধরে।",Ophthalmologist
"চোখ বন্ধ করলে চারপাশ ঘোরে মনে হয়।",Ophthalmologist
"চোখের পাপড়ি উঠে যাচ্ছে।",Ophthalmologist
"চোখ বন্ধ করলে চাপ পড়ে মনে হয়।",Ophthalmologist
"চোখের পাতায় ব্যথা নেই, তবুও ফুলে আছে।",Ophthalmologist
"চোখে পানি পড়লে চোখ জ্বলে।",Ophthalmologist
"চোখের দিকে তাকানো কঠিন লাগে।",Ophthalmologist
"চোখের মণি ঘোরালে ঝাঁকুনি লাগে।",Ophthalmologist
"চোখ ঘষলেই চোখ লাল হয়ে যায়।",Ophthalmologist
"চোখের পাতা ভারী হয়ে পড়ে।",Ophthalmologist
"চোখে মাঝে মাঝে ঝিকিমিকি আলো দেখি।",Ophthalmologist
"চোখের নিচে ফোলা ভাব দেখা যায়।",Ophthalmologist
"চোখ বন্ধ করতে গেলে অসুবিধা হয়।",Ophthalmologist
"চোখে জল আসলেও আরাম লাগে না।",Ophthalmologist
"চোখের সামনে কুয়াশার মতো পর্দা।",Ophthalmologist
"চোখের দৃষ্টি একবারে পরিষ্কার না।",Ophthalmologist
"চোখের মধ্যে জ্বালাপোড়া বেড়ে গেছে।",Ophthalmologist
"চোখে ঠান্ডা পানি লাগালে ব্যথা কমে।",Ophthalmologist
"চোখে হঠাৎ করে কালো দাগ দেখি।",Ophthalmologist
"চোখে ফুঁ দিলে খচখচ করে।",Ophthalmologist
"চোখের পাতায় রক্তচাপ বেশি মনে হয়।",Ophthalmologist
"চোখ বারবার মোছা লাগে।",Ophthalmologist
"চোখে রোদ লাগলেই অস্বস্তিকর অনুভব হয়।",Ophthalmologist
"চোখের পাতায় ঘা হয়েছে।",Ophthalmologist
"চোখের কোণ লাল হয়ে ফেটে যাচ্ছে।",Ophthalmologist
"চোখের দিকে তাকালে আলোর বলয় দেখি।",Ophthalmologist
"চোখ দিয়ে পানি পড়া থামছেই না।",Ophthalmologist
"চোখ খোলা রাখলে গরম লাগে।",Ophthalmologist
"চোখের সামনে ছায়াময় দৃষ্টি।",Ophthalmologist
"চোখ খোলার সময় চোখ ভারী মনে হয়।",Ophthalmologist
"চোখে সামান্য আলোতেই চোখ কুঁচকে যায়।",Ophthalmologist
"চোখে পানি না থাকলে চোখে ঘষা লাগে।",Ophthalmologist
"চোখের দৃষ্টি ধীরে ধীরে কমে যাচ্ছে।",Ophthalmologist
"চোখ ধুয়ে ফেললেও জ্বালা কমে না।",Ophthalmologist
"চোখে মাঝেমাঝে আলোর রেখা দেখি।",Ophthalmologist
"চোখে কিছু নেই, তবুও ব্যথা লাগে।",Ophthalmologist
"চোখে একটু বাতাস লাগলেই চোখে সমস্যা হয়।",Ophthalmologist
"চোখ শুকিয়ে গেলে পুড়ে যায় মনে হয়।",Ophthalmologist
"চোখ বন্ধ করলে চারপাশ গোল হয়ে ঘোরে।",Ophthalmologist
"চোখের উপরের পাতা শক্ত হয়ে গেছে।",Ophthalmologist
"চোখের সামনে দৃষ্টি ঝাপসা থাকে সারাদিন।",Ophthalmologist
"চোখে ধুলা পড়লেই অসহ্য লাগে।",Ophthalmologist
"চোখে হঠাৎ পানি পড়ে যায়।",Ophthalmologist
"চোখের মধ্যে রাগ জমে আছে মনে হয়।",Ophthalmologist
"চোখ জ্বলে যায় মাঝরাতে।",Ophthalmologist
"চোখে তাকালে কষ্ট হয়।",Ophthalmologist
"চোখের চারদিকে চাপ লাগে।",Ophthalmologist
"চোখে পানি পড়ে চুলকায়ও।",Ophthalmologist
"চোখের সাদা অংশে ছোট ছোট ফোস্কা।",Ophthalmologist
"চোখে ড্রপ দিলে ব্যথা বাড়ে।",Ophthalmologist
"চোখের কোণ থেকে হলুদ পানি পড়ে।",Ophthalmologist
"চোখ সবসময় অস্বস্তিকর থাকে।",Ophthalmologist
"চোখের মধ্যে ঘূর্ণি অনুভব করি।",Ophthalmologist
"চোখে দাগ পড়ছে দিনে দিনে।",Ophthalmologist
"চোখে পানি জমে চোখ ভারী হয়ে যায়।",Ophthalmologist
"চোখের পাতা লাল হয়ে চুলকায়।",Ophthalmologist
"চোখে তাকালে ঘোলা দেখি।",Ophthalmologist
"চোখে রোদের আলো খুব লাগে।",Ophthalmologist
"চোখ ধুয়ে ফেলার পরও ঝিলিক দেখি।",Ophthalmologist
"চোখের পাতা নাড়ালে গোঁজ লাগে।",Ophthalmologist
"চোখের নিচে ফোলা অংশ ব্যথা করে।",Ophthalmologist
"চোখ দিয়ে কষ্ট ছাড়াই পানি পড়ে।",Ophthalmologist
"চোখের মণি বড় ছোট হয়ে যায়।",Ophthalmologist
"চোখ বন্ধ করলেই টান টান লাগে।",Ophthalmologist
"চোখে পানি পড়ে মাথা ব্যথা হয়।",Ophthalmologist
"চোখে ড্রপ দিলে চোখ জ্বালা করে।",Ophthalmologist
"চোখের চারদিকে ব্যথা ছড়িয়ে পড়ে।",Ophthalmologist
"চোখে একটু আলোতেই চোখে টান লাগে।",Ophthalmologist
"চোখের পাতায় ছোট দানা উঠেছে।",Ophthalmologist
"চোখের দৃষ্টিতে ভাসাভাসা দেখি।",Ophthalmologist
"চোখের নিচে কালি পড়ে যাচ্ছে।",Ophthalmologist
"চোখের ওপর দিয়ে চাপ বয়ে যায়।",Ophthalmologist
"চোখ ধুলামুক্ত রাখলেও পানি পড়ে।",Ophthalmologist
"চোখ শুকিয়ে গেলে পুড়ে যাওয়ার মতো লাগে।",Ophthalmologist
"চোখের পাপড়ি হঠাৎ হঠাৎ পড়ে যায়।",Ophthalmologist
"চোখ খুলতে গেলে চোখে টান লাগে।",Ophthalmologist
"চোখের ভেতরে হালকা ঘা মনে হয়।",Ophthalmologist
"চোখ জ্বালাময়ী হয়ে ওঠে দুপুরে।",Ophthalmologist
"চোখে কিছু থাকলে সহজে বের হয় না।",Ophthalmologist
"চোখ ঘষলে তীব্র ব্যথা হয়।",Ophthalmologist
"চোখে হঠাৎ ঝিলিক দিয়ে উঠে।",Ophthalmologist
"চোখ বন্ধ করলে রঙিন রিং দেখা যায়।",Ophthalmologist
"চোখের মণির ভেতর আলো খেলে যায়।",Ophthalmologist
"চোখের সামনে আলো নাচে।",Ophthalmologist
"চোখ খুলে তাকাতে পারি না।",Ophthalmologist
"চোখের সামনে কাঁচ ভাঙা দৃষ্টি দেখি।",Ophthalmologist
"চোখ সবসময় ক্লান্ত অনুভব করি।",Ophthalmologist
"চোখ খোলার পর চুলকায় খুব।",Ophthalmologist
"চোখের নিচে ব্যথা করে, ফুলেও গেছে।",Ophthalmologist
"চোখ খুললে কেমন যেন হালকা মাথা ঘোরে।",Ophthalmologist
"চোখের পাতা খোলা রাখতে কষ্ট হয়।",Ophthalmologist
"চোখে সবসময় ধুলাবালির মতো অনুভব হয়।",Ophthalmologist
"চোখের কোণ ফেটে রক্ত বের হয়েছে।",Ophthalmologist
"চোখে মাঝে মাঝে অন্ধকার দেখি।",Ophthalmologist
"চোখের সামনে পানির পর্দা দেখি।",Ophthalmologist
"চোখে ঝিলিক ও দাগ একসাথে দেখি।",Ophthalmologist
"চোখ খুলতে গিয়ে চোখে ব্যথা পাই।",Ophthalmologist
"চোখের পাতায় শুষ্ক ও লালভাব রয়েছে।",Ophthalmologist
"চোখ খোলা অবস্থায়ও চোখে ঝাপসা দেখি।",Ophthalmologist
"চোখ বন্ধ করলে চোখ টেনে ধরে।",Ophthalmologist
"চোখে পানি আর চুলকানি একসাথে হচ্ছে।",Ophthalmologist
"চোখের কোণ দিয়ে রক্ত গড়িয়ে পড়ে।",Ophthalmologist
"চোখে যেকোনো আলো চোখে লাগে তীব্রভাবে।",Ophthalmologist
"চোখ বন্ধ করলেই আলোয় ভরে যায়।",Ophthalmologist
"চোখের ভেতর তীক্ষ্ণ ব্যথা অনুভব করি।",Ophthalmologist
"চোখের পাতায় ঘন ঘন অস্বস্তি হয়।",Ophthalmologist
"চোখের পাপড়িতে চুলকানি থাকে।",Ophthalmologist
"চোখ জ্বালাপোড়া করে বেশি সময় স্ক্রিন দেখলে।",Ophthalmologist
"চোখে কালচে ছোপ পড়ছে।",Ophthalmologist
"চোখের পাতা সবসময় ভারী লাগে।",Ophthalmologist
"চোখে দৃষ্টি কমছে ক্রমশ।",Ophthalmologist
"চোখে ড্রপ দিলে আরাম লাগে না।",Ophthalmologist
"চোখের সাদা অংশে দাগ জমেছে।",Ophthalmologist
"চোখ ঘোরাতে গেলে চোখ ব্যথা করে।",Ophthalmologist
"চোখের নিচে হালকা সাদা ছোপ।",Ophthalmologist
"চোখে কিছু পড়লে কষ্ট বেশি হয়।",Ophthalmologist
"চোখের ভিতরে কিছু যেন আটকে গেছে।",Ophthalmologist
"চোখে ব্যথার সাথে চোখ শুকিয়ে যায়।",Ophthalmologist
"চোখে সামান্য আলোয়ও অস্বস্তি হয়।",Ophthalmologist
"চোখে পানি জমে চোখ ফুলে গেছে।",Ophthalmologist
"চোখের পাতায় গরম ভাব লাগে।",Ophthalmologist
"চোখের ভেতরে সবসময় চাপ অনুভব করি।",Ophthalmologist
"চোখে ধুলো না লাগলেও চুলকায়।",Ophthalmologist
"চোখের পাতায় পিঁপড়ের কামড়ের মতো জ্বালা হয়।",Ophthalmologist
"চোখের কোণায় পিচুটি জমে থাকে সারাদিন।",Ophthalmologist
"চোখের দিকে তাকালেই আলো ঝিলমিল করে।",Ophthalmologist
